Id,Data,Nick,Pasek,Autor,Tytuł,Gatunek,Ocena
37183285,2018-12-03 23:14:07,konik_polanowy,niebieski,Brendan I. Koerner,Niebo jest nasze. Miłość i terror w złotym wieku piractwa powietrznego,literatura faktu,7
37177431,2018-12-03 19:01:20,kulfon_wulkanizator,niebieski,George R. R. Martin,Ogień i Krew. Część 1,Fantastyka,6
37157771,2018-12-02 21:25:33,p.......o,różowy,Chuck Palahniuk,Fight Club,Literatura amerykańska,
37157771,2018-12-02 21:25:33,p.......o,różowy,Stanisław Lem,Solaris,Fantastyka naukowa,
37154703,2018-12-02 20:12:56,Piottix,niebieski,Christopher Hitchens,Bóg nie jest wielki. Jak religia wszystko zatruwa,"Publicystyka, Popularnonaukowa",10
37149023,2018-12-02 17:15:45,Vivec,,Jonatham Lethem,Amnesia Moon,Fantastyka,7
37120973,2018-12-01 21:03:25,konik_polanowy,niebieski,Robert Rabka,Bałkany 1912-1913,historia,8
37112635,2018-12-01 16:17:30,DerMirker,niebieski,Marta Madejska,Aleja Włókniarek,literatura faktu / reportaż,7
37098771,2018-11-30 22:18:40,konik_polanowy,niebieski,Alistair MacLean,Komandosi z Nawarony,thriller/sensacja/kryminał,7
37091437,2018-11-30 16:16:44,LibertyPrime,niebieski,Jack Campbell,Powiększ Zaginiona flota. Nieulękły,scifi/military space opera,8
37078727,2018-11-29 22:17:49,pestis,niebieski,Christie Golden.,Star Wars: Przeznaczenie Jedi: Omen.,fantastyka.,
37053751,2018-11-28 20:35:50,jan-banan,niebieski,Kurt Vonnegut,Galapagos,sci-fi,5
37043371,2018-11-28 09:57:03,przecietna,różowy,Charles Duhigg,Siła nawyku,"Psychologia, popularnonaukowa",8
37043371,2018-11-28 09:57:03,przecietna,różowy,Gary John Bishop,Unf*ck yourself. Napraw się!,Self-help,6
37030855,2018-11-27 18:27:58,konik_polanowy,niebieski,Otto Carius,Tygrysy w błocie,historyczna,8
37011327,2018-11-26 20:45:24,budgie,różowy,B. A. Paris,Za zamkniętymi drzwiami,thriller,6
36973989,2018-11-25 15:11:56,jan-banan,niebieski,Gabriel García Márquez,Jesień patriarchy,powieść kolumbijska,3
36968293,2018-11-25 11:52:10,elady1989,różowy,Lesley-Ann Jones,Freddie Mercury. Biografia legendy,Biografia,8
36942601,2018-11-24 13:14:19,MartinMartinez,niebieski,"Łukasz Klinke, Arkadiusz Bartosiak",Najlepszy trener na świecie. Wywiad rzeka z Jackiem Gmochem,Literatura faktu,6
36939221,2018-11-24 09:40:40,konik_polanowy,niebieski,Tadeusz Konecki,Skandynawia w drugiej wojnie światowej,historia,7
36915683,2018-11-23 17:29:27,Mikka,niebieski,George Orwell,Rok 1984,fikcja polityczna,8
36896095,2018-11-22 21:53:51,lsamuel,niebieski,Stephen King,Doktor Sen,Horror,7
36890783,2018-11-22 20:04:08,ialath,niebieski,Keigo Higashino,Cuda za rogiem,"slice of life, fantasy",8
36890651,2018-11-22 20:00:16,pestis,niebieski,Aaron Allston,Star Wars: Przeznaczenie Jedi: Wygnaniec.,fantastyka.,8
36881333,2018-11-22 11:34:42,jan-banan,niebieski,Ignacio Padilla,Amphitryon,powieść meksykańska,7
36860129,2018-11-21 13:10:33,tomus11115,niebieski,George R.R. Martin,"Taniec ze smokami, część 2",high fantasy,10
36812457,2018-11-19 17:23:31,kulfon_wulkanizator,niebieski,Siergiej Niedorub,Czerwony Wariant,Postapo,6
36798715,2018-11-18 23:36:07,jan-banan,niebieski,Roberto Bolaño,Chilijski nokturn,powieść,6
36788305,2018-11-18 20:14:05,DerMirker,niebieski,Iza Klementowska,Samotność Portugalczyka,literatura faktu / reportaż,7
36761485,2018-11-17 23:32:16,Jeloops,różowy,Marieke Nijkamp,"Chłopak, który bał się być sam",literatura młodzieżowa,
36757789,2018-11-17 22:42:43,fledgeling,niebieski,Maciej Replewicz,Oczko się odlepiło temu misiu Biografia Stanisława Barei,biografia,1
36750679,2018-11-17 18:54:56,apelujeorozum,różowy,Ryan Gattis,Miasto gniewu,sensacja,8
36735307,2018-11-17 02:03:52,Twinkle,różowy,Marek Hłasko,Ostatni do raju,Literatura piękna,9
36735169,2018-11-17 01:53:30,Twinkle,różowy,Andrzej Sapkowski,Ostatnie Życzenie,Fantastyka,8
36731421,2018-11-16 23:10:20,qmox,niebieski,Remigiusz Mróz,Hashtag,thriller,3
36710785,2018-11-16 00:15:00,AliShaheedMuhammad,niebieski,Wasilij Grossman,Wszystko Płynie,Powieść dygresyjna,8
36694945,2018-11-15 15:19:31,k.........h,,Joanna Solska,80-te. Jak naprawdę żyliśmy w ostatniej dekadzie PRL,Literatura faktu,5
36681245,2018-11-14 21:14:38,pestis,niebieski,James Luceno.,Star Wars: Sokół Millenium.,fantastyka.,
36679027,2018-11-14 19:33:49,Jeloops,różowy,Eric Lindstrom,Do zobaczenia nigdy,Literatura młodzieżowa,8
36678169,2018-11-14 18:52:29,DerMirker,niebieski,Mark Twain,Listy z Ziemi,powieść,8
36636105,2018-11-12 18:54:32,haussbrandt,niebieski,Brandon Sanderson,Skyward,Young Adult Science-Fiction,9
36636105,2018-11-12 18:54:32,haussbrandt,niebieski,Brandon Sanderson,Defending Elysium,Science-Fiction,8
36626417,2018-11-12 08:17:58,kulfon_wulkanizator,niebieski,Jacek Kloss,Ziemia Złych Uroków. Tom 1,postapo,6
36621621,2018-11-11 23:50:06,konik_polanowy,niebieski,Georgia Weidman,Bezpieczny system w praktyce. Wyższa szkoła hackingu i testy penetracyjne,informatyka,7
36615101,2018-11-11 21:15:38,elady1989,różowy,Anna Kamińska,Wanda. Opowieść o sile życia i śmierci. Historia Wandy Rutkiewicz,Biografia,8
36613449,2018-11-11 20:12:55,RDwojak,niebieski,Fiodor Dostojewski (tłum. Zbigniew Podgórzec),Zbrodnia i kara,"powieść, klasyka",6
36607047,2018-11-11 17:10:24,Vivec,,Tim Wu,The Master Switch: The Rise and Fall of Information Empires,Non-fiction,7
36604005,2018-11-11 15:52:10,k.........h,,Stanisław Lem,Szpital Przemienienia,powieść,9
36600047,2018-11-11 14:15:41,konik_polanowy,niebieski,Krzysztof Wójcik,Psy wojen. Od Indochin po Pakistan - polscy najemnicy na frontach świata,literatura faktu,8
36579271,2018-11-10 19:57:38,kulfon_wulkanizator,niebieski,Michał Gołkowski,Bogowie Pustyni,Fantasy,7
36569615,2018-11-10 12:08:09,DerMirker,niebieski,Paweł Smoleński,Szcze ne wmerła i nie umrze,wywiad rzeka,2
36569499,2018-11-10 12:00:19,RDwojak,niebieski,Zofia Nałkowska,Granica,"powieść, klasyka",4
36567451,2018-11-10 09:41:58,k.........h,,Stanisław Lem,Pokój na Ziemi,science fiction,8
36545081,2018-11-09 12:05:15,konik_polanowy,niebieski,"Andrzej Niziołek, Krzysztof Miller",13 wojen i jedna. Prawdziwa historia reportera wojennego,reportaż,10
36544881,2018-11-09 11:53:43,DerMirker,niebieski,Piotr Nestorowicz,Każdy został człowiekiem,literatura faktu / reportaż,8
36531019,2018-11-08 20:40:42,robertvu,niebieski,Catherynne M. Valente,Nieśmiertelny,fantastyka,7
36490125,2018-11-06 22:45:00,pestis,niebieski,Paul S. Kemp.,Star Wars: Odpływ.,fantastyka.,
36478101,2018-11-06 11:55:25,przecietna,różowy,Viktor E. Frankl,Człowiek w poszukiwaniu sensu,"Psychologia, filozofia, historia",10
36471537,2018-11-05 23:36:38,GuziQ,niebieski,Remigiusz Mróz,Władza absolutna,thriller/sensacja/kryminał,9
36466983,2018-11-05 21:30:33,DzikiWonsz69,niebieski,Dan Brown,Początek,thriller/sensacja/kryminał,8
36447321,2018-11-05 00:56:07,Croudflup,niebieski,Yuval Noah Harari,Sapiens. Od zwierząt do bogów,popularnonaukowa,9
36434919,2018-11-04 18:55:16,ialath,niebieski,Salman Rushdie,Szatańskie wersety,literatura współczesna,2
36430855,2018-11-04 15:29:15,konik_polanowy,niebieski,Cornelius Ryan,O jeden most za daleko,historia,8
36430039,2018-11-04 14:52:06,ostoja,niebieski,Marc Priestley,Mechanik. Kulisy padoku F1 i tajemnice rywalizacji,literatura faktu,7
36424955,2018-11-04 08:07:53,przecietna,różowy,"Jerzy Vetulani, Marta Mazurek",Bez ograniczeń. Jak rządzi nami mózg,"Popularnonaukowa, psychologiczna",8
36419013,2018-11-03 22:59:42,Kevin00,niebieski,Viktor E. Frankl,Człowiek w poszukiwaniu sensu,Psychologia,9
36409909,2018-11-03 16:09:06,N.....s,niebieski,"Leszek Miller, Robert Krasowski",Anatomia siły,Historia,8
36408553,2018-11-03 14:51:44,haussbrandt,niebieski,James S.A. Corey,Cibola Burn,science fiction,9
36407223,2018-11-03 13:36:46,budgie,różowy,Stanisław Grzesiuk,"Boso, ale w ostrogach",autobiografia,7
36397019,2018-11-02 22:40:35,Aldor,niebieski,Christophe Galfard,Wszechświat w twojej dłoni,"popularnonaukowa, nauka, fizyka",9
36385185,2018-11-02 12:40:49,przecietna,różowy,Mark Wolynn,"Nie zaczęło się od ciebie. Jak dziedziczona trauma wpływa na to, kim jesteśmy, i jak zakończyć ten proces","Psychologia, popularnonaukowa",3
36377469,2018-11-01 23:33:19,robertvu,niebieski,Maciej Czarnecki,Dzieci Norwegii,reportaż,7
36377469,2018-11-01 23:33:19,robertvu,niebieski,"Antonio Dominguez Ortiz, Julio Valdeon Baruque",Historia Hiszpanii,historia,7
36377469,2018-11-01 23:33:19,robertvu,niebieski,"John E. Douglas, Mark Olshaker",Mindhunter,"biografia, wspomnienia",6
36377469,2018-11-01 23:33:19,robertvu,niebieski,Stanisław Lem,Kongres Futurologiczny,science-fiction,8
36377469,2018-11-01 23:33:19,robertvu,niebieski,Stanisław Lem,Bajki Robotów,fantastyka,7
36373981,2018-11-01 21:27:57,DerMirker,niebieski,Wojciech Jagielski,Na wschód od zachodu,literatura faktu / podróżnicza / reportaż,7
36369827,2018-11-01 18:17:29,Piottix,niebieski,Janusz Andrzej Zajdel,Limes inferior,"Fantastyka naukowa, Fantastyka socjologiczna",9
36359901,2018-11-01 02:32:29,qmox,niebieski,Ray Bradbury,451° Fahrenheita,dystopia,5
36352235,2018-10-31 19:47:29,yorar,niebieski,Yuu Kamiya,No game no life tom 9,sf,5
36352235,2018-10-31 19:47:29,yorar,niebieski,Yuu Kamiya,No game no life tom 8,sf,1
36352235,2018-10-31 19:47:29,yorar,niebieski,Yuu Kamiya,No game no life tom 7,sf,3
36352235,2018-10-31 19:47:29,yorar,niebieski,Ray Bradbury,451 stopni Fahrenheita,sf,8
36352235,2018-10-31 19:47:29,yorar,niebieski,Anthony Ryan,Legion Płomienia,fantasy,8
36343783,2018-10-31 10:57:02,przecietna,różowy,Yuval Noah Harari,Sapiens. Od zwierząt do bogów,"Popularnonaukowa, historia, nauka",10
36332153,2018-10-30 19:30:11,N.....s,niebieski,Radosław Sikorski,Polska może być lepsza. Kulisy polskiej dyplomacji,Literatura faktu,7
36316137,2018-10-29 22:50:44,ialath,niebieski,Adam Key,Będzie bolało,pamiętnik,9
36300457,2018-10-29 09:09:51,GuziQ,niebieski,Jo Nesbø,Trzeci klucz,thriller/sensacja/kryminał,8
36296455,2018-10-29 00:07:11,konik_polanowy,niebieski,Benjamin Franklin,Żywot własny,biografia/autobiografia/pamiętnik,6
36288973,2018-10-28 21:19:38,robertvu,niebieski,Praca zbiorowa,100/XX Antologia Polskiego reportażu Tom1,reportaż,9
36273171,2018-10-28 11:21:34,RDwojak,niebieski,Henryk Sienkiewicz,Quo vadis,"powieść, klasyka",8
36222435,2018-10-26 01:13:11,DzikiWonsz69,niebieski,Jacques Delarue,Historia Gestapo,Historia,7
36214847,2018-10-25 20:43:33,ialath,niebieski,Amor Towles,Dżentelmen w Moskwie,okruchy życia,7
36211627,2018-10-25 18:30:22,pestis,niebieski,Paul S. Kemp.,Star Wars: Rozdroża Czasu.,fantastyka.,
36197877,2018-10-24 23:43:27,ialath,niebieski,Donato Carrisi,Zaklinacz,"thriller, kryminał",7
36176791,2018-10-23 23:15:19,appylan,niebieski,Karolina Bednarz,Kwiaty w pudełku. Japonia oczami kobiet,Reportaż,8
36174827,2018-10-23 22:08:04,LibertyPrime,niebieski,Robert Wegner,Pamięć wszystkoch słów,fantastyka,8
36160387,2018-10-23 07:41:09,ogrod87,niebieski,Harlan Coben,Nie odpuszczaj,Thriller,9
36145261,2018-10-22 18:19:10,veevee,różowy,Jakub Małecki,Dygot,literatura piękna,9
36125507,2018-10-21 21:37:27,qmox,niebieski,Markus Zusak,Złodziejka książek,literatura współczesna,8
36115045,2018-10-21 17:57:14,XDY89,,Harvard Business Review,Podręcznik menedżera,Biznes,7
36114467,2018-10-21 17:28:16,Vivec,,Gene Wolfe,Rycerz i Czarnoksiężnik,Fantasy,9
36088629,2018-10-20 14:58:14,cherrycoke2l,niebieski,J.K. Rowling,Harry Potter i Zakon Feniksa,Literatura młodzieżowa/fantasy?,8
36088629,2018-10-20 14:58:14,cherrycoke2l,niebieski,J.K. Rowling,Harry Potter i Czara Ognia,Literatura młodzieżowa/fantasy?,7
36083057,2018-10-20 09:34:08,DerMirker,niebieski,Wojciech Górecki,Planeta Kaukaz,literatura faktu / reportaż,9
36071921,2018-10-19 19:26:43,ostoja,niebieski,Remigiusz Mróz,Kontratyp,kryminał,3
36046205,2018-10-18 14:19:54,przedzabawa,różowy,Neil Gaiman,Nigdziebądź,fantasy,7
36032407,2018-10-17 19:48:47,pestis,niebieski,Karen Traviss.,Star Wars: Niezwyciężony.,fantastyka.,
36004291,2018-10-16 11:51:03,budgie,różowy,"Christiane Felscherinow, Kai Hermann i inni...","My, dzieci z dworca ZOO. Christiane F.","biografia, literatura faktu",8
35997517,2018-10-15 23:36:51,ialath,niebieski,Don Winslow,Z psich pazurów,"thriller, sensacja",10
35994915,2018-10-15 22:24:13,sokytsinolop,niebieski,Stanisław Lem,Kongres futurologiczny,"fantastyka, fantasy, science fiction",5
35994915,2018-10-15 22:24:13,sokytsinolop,niebieski,Peter Wohlleben,Duchowe życie zwierząt,flora i fauna,8
35994915,2018-10-15 22:24:13,sokytsinolop,niebieski,"Artur Nowak, Małgorzata Szewczyk-Nowak",Żeby nie było zgorszenia. Ofiary mają głos,literatura faktu,7
35994915,2018-10-15 22:24:13,sokytsinolop,niebieski,C.J. Tudor,Kredziarz,thriller/sensacja/kryminał,7
35994915,2018-10-15 22:24:13,sokytsinolop,niebieski,Luca Rastello,Przemytnik doskonały. Jak transportować tony kokainy i żyć szczęśliwie,reportaż,6
35972197,2018-10-14 22:42:05,ialath,niebieski,Stephen King,Mroczna Wieża 4.5: Wiatr przez dziurkę od klucza,sci-fi,2
35969821,2018-10-14 22:27:48,haussbrandt,niebieski,James S.A. Corey,The Churn,science fiction,8
35956725,2018-10-14 18:25:36,ialath,niebieski,Isaac Asimov,Preludium Fundacji,sci-fi,6
35955655,2018-10-14 17:32:06,DerMirker,niebieski,Paweł Smoleński,"Zielone migdały, czyli po co światu Kurdowie",literatura faktu / reportaż,8
35948815,2018-10-14 12:06:44,RDwojak,niebieski,Juliusz Verne (tłum. Natalia Jaskula),W 80 dni dookoła świata,"powieść, klasyka",7
35945143,2018-10-14 08:31:47,kulfon_wulkanizator,niebieski,Andrzej Ziemiański,Virion. Obława,Fantasy,5
35905485,2018-10-13 19:23:09,konik_polanowy,niebieski,"Kazik Staszewski, Rafał Księżyk",Idę tam gdzie idę. Autobiografia,autobiografia,8
35899145,2018-10-13 14:40:02,ialath,niebieski,N.K. Jemisin,Kamienne Niebo,sci-fi,6
35897985,2018-10-13 13:40:35,budgie,różowy,Anthony de Mello,Przebudzenie,"religia, filozofia",9
35895007,2018-10-13 10:22:16,MorDrakka,niebieski,Timothy Zahn,Rozbitkowie z Nirauan,SF,7
35888633,2018-10-12 23:30:48,kiniu2,niebieski,Andrzej Ziemiański,Virion. Obława,fantasy,8
35868511,2018-10-12 07:55:16,zieloneKolanoApokalipsy,niebieski,Amor Towles,Dżentelmen w Moskwie,powieść,7
35792797,2018-10-08 20:32:04,pestis,niebieski,Karen Traviss.,Star Wars: Objawienie.,fantastyka.,8
35762627,2018-10-07 18:01:06,Vivec,,Peter Kreeft,Three Philosophies of Life,"Filozoficzna, religijna",8
35759995,2018-10-07 16:31:12,DerMirker,niebieski,Lidia Ostałowska,Cygan to Cygan,literatura faktu / reportaż,7
35759957,2018-10-07 16:30:03,Talluviel,niebieski,Agatha Christie,I nie było już nikogo,Kryminał,7
35756999,2018-10-07 13:44:57,RDwojak,niebieski,Bolesław Prus,Lalka,"powieść, klasyka",9
35753925,2018-10-07 11:03:46,p.......o,różowy,Michael Hesemann,Religia Hitlera,Historyczna,9
35707379,2018-10-05 11:42:46,budgie,różowy,John Irving,Hotel New Hampshire,powieść,7
35698613,2018-10-04 22:11:39,haussbrandt,niebieski,Lindsey Fitzharris,The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine,biografia,8
35694159,2018-10-04 19:20:38,Minho,niebieski,Ed McDonald,Czarnoskrzydły,Fantastyka,7
35681333,2018-10-03 23:49:38,konik_polanowy,niebieski,Wojciech Drewniak,Historia bez cenzury,historia,7
35658017,2018-10-02 21:49:29,MorDrakka,niebieski,Nancy Richardson,The Golden Globe,SF,5
35658017,2018-10-02 21:49:29,MorDrakka,niebieski,Nancy Richardson,Lyric's World,SF,5
35658017,2018-10-02 21:49:29,MorDrakka,niebieski,Nancy Richardson,Promises,SF,5
35658017,2018-10-02 21:49:29,MorDrakka,niebieski,Rebecce Moeste,Anakin's Quest,SF,5
35658017,2018-10-02 21:49:29,MorDrakka,niebieski,Rebecce Moeste,Vader's Fortress,SF,5
35658017,2018-10-02 21:49:29,MorDrakka,niebieski,Rebecce Moeste,Kenobi's Blade,SF,5
35653863,2018-10-02 19:32:11,Sandman,niebieski,Anna Kaziunas France,Świat druku 3D. Przewodnik,Poradnik.,3
35644061,2018-10-02 08:01:57,ostoja,niebieski,"Piotr Głuchowski, Marcin Górka",Karbala,literatura faktu,7
35637723,2018-10-01 22:35:03,Flamand,niebieski,"Michał Wójcik, Emil Marat",Ptaki drapieżne,,8
35598575,2018-09-30 17:35:14,Vivec,,Michael Seymour,"Babylon: Legend, History and the Ancient City",Historyczna,7
35556559,2018-09-29 12:23:11,budgie,różowy,Markus Zusak,Złodziejka książek,powieść,7
35556335,2018-09-29 12:09:30,konik_polanowy,niebieski,Mikal Hem,Jak zostać dyktatorem? Podręcznik dla nowicjuszy,literatura współczesna,4
35547715,2018-09-28 23:04:47,TeczkiUkladyAgentury,niebieski,Robert Krasowski,Czas Kaczyńskiego. Polityka jako wieczny konflikt.,Literatura faktu,6
35530243,2018-09-28 09:00:32,DerMirker,niebieski,Ewa Winnicka,Angole,literatura faktu / reportaż,9
35500185,2018-09-26 22:41:34,zieloneKolanoApokalipsy,niebieski,Raymond Chandler,Playback,kryminał,9
35469043,2018-09-25 15:47:44,ryhu,niebieski,Neil Gaiman,Drażliwe tematy. Krótkie formy i punkty zapalne,Zbiór opowiadań fantasy/horror,6
35456231,2018-09-24 22:27:45,appylan,niebieski,Swiatłana Aleksijewicz,Wojna nie ma w sobie nic z kobiety,Reportaż,9
35456231,2018-09-24 22:27:45,appylan,niebieski,Jacek Dukaj,Czarne Oceany,Sci-Fi,6
35455059,2018-09-24 21:45:19,ialath,niebieski,Natsume Soseki,Wrota,okruchy życia,10
35451115,2018-09-24 19:18:32,pestis,niebieski,Aaron Allston.,Star Wars: Furia.,fantastyka.,5
35449367,2018-09-24 17:43:26,budgie,różowy,Haruki Murakami,Norwegian Wood,powieść,7
35442577,2018-09-24 09:28:24,zieloneKolanoApokalipsy,niebieski,Raymond Chandler,Długie pożegnanie,kryminał,10
35441651,2018-09-24 07:43:42,elady1989,różowy,Rubik Anja,"#sexedpl. Rozmowy Anji Rubik o dojrzewaniu, miłości i seksie","poradnik , podręcznik, seks, dojrzewanie, miłość",8
35422241,2018-09-23 17:54:16,ialath,niebieski,"Reki Kawahara, abec",Sword Art Online #7 Matczyny Różaniec,"fantasy, lightnovel",7
35421899,2018-09-23 17:37:47,Vivec,,Neal Stephenson,Zamieć,Fantastyka naukowa,8
35421723,2018-09-23 17:28:28,ialath,niebieski,Jorge Franco,Rosario Tijeras,criminal,3
35420781,2018-09-23 16:38:56,Piottix,niebieski,Carlos Ruiz Zafón,Gra Anioła,Literatura piękna/Powieść kryminalna,7
35415031,2018-09-23 11:19:23,RDwojak,niebieski,Wiesław Łukaszewski,Mądrość i różne niemądrości,"popularnonaukowa, psychologia",6
35398261,2018-09-22 19:01:17,N.....s,niebieski,Stephen King,Outsider,Thriller/sensacja/kryminał,6
35392907,2018-09-22 14:23:52,DerMirker,niebieski,Ryszard Kapuściński,Imperium,literatura faktu / reportaż,8
35377723,2018-09-21 21:04:45,ialath,niebieski,Jacek Wróbel,Życie i czasy Mistrza Haxerlina,"fantasy, comedy",8
35354727,2018-09-20 20:28:37,konik_polanowy,niebieski,Zbigniew Flisowski,Bitwa jutlandzka 1916,historia,8
35329959,2018-09-19 19:22:45,Rosenzweig,niebieski,Adam Leszczyński,Eksperymenty na biednych,ekonomia,9
35312191,2018-09-18 21:48:06,ialath,niebieski,Dan Simmons,Terror,fiction,7
35310519,2018-09-18 21:03:45,pestis,niebieski,Troy Denning.,Star Wars: Piekło.,fantastyka.,5
35309219,2018-09-18 20:28:39,ialath,niebieski,Brandon Sanderson,Bezkres magii,fantasy,7
35305923,2018-09-18 18:18:36,TeczkiUkladyAgentury,niebieski,Robert Krasowski,Czas gniewu. Rozkwit i upadek imperium SLD.,Literatura faktu,6
35268065,2018-09-17 17:54:04,TeczkiUkladyAgentury,niebieski,Robert Krasowski,Po południu. Upadek elit solidarnościowych po zdobyciu władzy.,Literatura faktu,8
35253801,2018-09-16 23:08:34,Koller,niebieski,Rok 1984,George Orwell,antyutopia,8
35241241,2018-09-16 17:49:07,Vivec,,Adam Roberts,Stone,Science fiction,7
35231407,2018-09-16 08:50:25,kulfon_wulkanizator,niebieski,Richard Morgan,Zbudzone Furie,SF,7
35223513,2018-09-15 22:03:01,yorar,niebieski,"Weis Margaret, Hickman Tracy",Smocze Kości,fantasy,
35223513,2018-09-15 22:03:01,yorar,niebieski,Yuu Kamiya,No Game No Life tom 6,fantasy,
35223513,2018-09-15 22:03:01,yorar,niebieski,Yuu Kamiya,No Game No Life tom 5,fantasy,
35223513,2018-09-15 22:03:01,yorar,niebieski,Anthony Ryan,Ogień przebudzenia,fantasy,
35209837,2018-09-15 16:27:43,MorDrakka,niebieski,Timothy Zahn,Widmo Przeszłości,SF,7
35209837,2018-09-15 16:27:43,MorDrakka,niebieski,Timothy Zahn,Wizja Przyszłości,SF,6
35205583,2018-09-15 12:59:48,konik_polanowy,niebieski,"Kyle Chris, McEwen Scott, DeFelice Jim",Cel snajpera. Historia najniebezpieczniejszego snajpera w dziejach amerykańskiej armii,"militaria, wojskowość",7
35180275,2018-09-14 06:38:56,zieloneKolanoApokalipsy,niebieski,Raymond Chandler,Siostrzyczka,Kryminał,7
35172415,2018-09-13 21:05:24,p.......o,różowy,Stephen Hawking,Wszechświat w skorupce orzecha,Literatura popularnonaukowa,9
35140503,2018-09-12 10:57:08,N.....s,niebieski,Michał Majewski,Tak to się robi w polityce,Literatura faktu,6
35140019,2018-09-12 10:16:52,haussbrandt,niebieski,Henryk Sienkiewicz,Quo vadis,Powieść historyczna,6
35139415,2018-09-12 09:25:16,Gavilar,niebieski,Steven Erikson,Malazańska Księga Poległych: Wicher Śmierci,High Fantasy,8
35102965,2018-09-10 19:47:25,pestis,niebieski,Karen Traviss.,Star Wars: Poświęcenie.,fantastyka.,
35102139,2018-09-10 19:11:32,DerMirker,niebieski,Grzegorz Szymanik,Motory rewolucji,literatura faktu / reportaż,7
35099045,2018-09-10 16:16:59,przecietna,różowy,Peter Wohlleben,Duchowe życie zwierząt,Literatura faktu,8
35079949,2018-09-09 20:23:38,erajwa,niebieski,William Gibson,Wypalić chrom,Opowiadania Sci-Fi,7
35079949,2018-09-09 20:23:38,erajwa,niebieski,Marcin Podlewski,Głębia. Tom 2 - Powrót,Space Opera,5
35078345,2018-09-09 19:12:26,ryhu,niebieski,H.P. Lovecraft,Bestia w jaskini i inne opowiadania,Zbiór opowiadań horror/fantasy,5
35076791,2018-09-09 17:47:52,Vivec,,Robin Waterfield,Dividing the Spoils: The War for Alexander the Great's Empire,Historyczna,8
35070765,2018-09-09 11:54:32,p.......o,różowy,Joseph Conrad piszący w umyśle Jacka Dukaja xD,Serce ciemności,Literatura polska/obca piękna,7
35044427,2018-09-08 08:49:10,kulfon_wulkanizator,niebieski,Sławomir Nieściur,Do zobaczenia w piekle,postapo(?),6
35038003,2018-09-07 23:30:11,zieloneKolanoApokalipsy,niebieski,Raymond Chandler,Tajemnica jeziora,Kryminał,10
35037103,2018-09-07 22:58:51,SunnO,niebieski,Maciej Czarnecki,Dzieci Norwegii. O państwie (nad)opiekuńczym,Literatura faktu,6
35004923,2018-09-06 19:17:49,konik_polanowy,niebieski,Krzysztof Kubiak,Falklandy - Port Stanley 1982,historia,8
34991055,2018-09-05 23:48:29,zieloneKolanoApokalipsy,niebieski,Krzysztof Bochus,Szkarłatna głębia,kryminał,8
34989265,2018-09-05 22:17:38,Dziadekmietek,niebieski,Stanisław Cat-Mackiewicz,Lata nadziei,zbiór esejów,5
34985325,2018-09-05 19:45:47,lsamuel,niebieski,Andrzej Pilipiuk,Wilcze Leże,Fantastyka,8
34982719,2018-09-05 17:38:43,DerMirker,niebieski,Marcin Wójcik,Celibat. Opowieści o miłości i porządaniu,literatura faktu / reportaż,6
34961951,2018-09-04 20:42:15,kulfon_wulkanizator,niebieski,Dan Simmons,Triumf Endymiona,SF,7
34958085,2018-09-04 17:50:33,TeczkiUkladyAgentury,niebieski,Rafał A. Ziemkiewicz,Złowrogi cień Marszałka,Esej historyczny,6
34945059,2018-09-03 22:56:08,zieloneKolanoApokalipsy,niebieski,Raymond Chandler,Wysokie okno,kryminał,9
34943439,2018-09-03 21:58:43,DzikiWonsz69,niebieski,Tom Clancy,Zwierzchnik,thriller/sensacja/kryminał,8
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Janusz A. Zajdel,Limes inferior,sci-fi,9
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Aldous Huxley,Nowy wspaniały świat,"sci-fi, antyutopia",7
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Jason Matthews,Czerwona jaskółka,powieść sensacyjna,5
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Terry Pratchett,Kosiarz,fantasy,7
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Neil Gaiman,Mitologia nordycka,mitologia,7
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Neil Gaiman,Amerykańscy bogowie,fantasy,9
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Andrzej Sapkowski,Chrzest ognia,fantasy,10
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Andrzej Sapkowski,Czas pogardy,fantasy,10
34917447,2018-09-02 20:26:21,przedzabawa,różowy,Andrzej Sapkowski,Krew elfów,fantasy,10
34913419,2018-09-02 17:47:51,Vivec,,Michael Swanwick,Jack Faust,Fantastyka naukowa,7
34911523,2018-09-02 16:31:14,Piottix,niebieski,Albert Camus,Obcy,Powieść filozoficzna,8
34902997,2018-09-02 10:26:29,xandra,różowy,Alexandra Bracken,Mroczne umysły,fantastyka,6
34896179,2018-09-01 23:39:27,SunnO,niebieski,Jo Nesbø,Macbeth,thriller/sensacja,6
34880453,2018-09-01 09:58:49,xandra,różowy,Stephanie Meyer,Drugie życie Bree Tunnen,horror / fantasy,5
34871167,2018-08-31 22:56:49,zieloneKolanoApokalipsy,niebieski,Raymond Chandler,"Żegnaj, laleczko",kryminał,8
